date,trailingPretaxIncome,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,annualGoodwill,annualPretaxIncome,quarterlyCostOfRevenue,annualSaleOfInvestment,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOtherNonCashItems,annualDepreciationAndAmortization,annualOperatingIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualInvestingCashFlow,quarterlyGoodwill,trailingStockBasedCompensation,trailingCommonStockIssuance,annualStockholdersEquity,annualEndCashPosition,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingEndCashPosition,quarterlyOtherIncomeExpense,quarterlyInventory,trailingCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualAccountsPayable,quarterlyCurrentDebt,quarterlyInterestExpense,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyOtherIntangibleAssets,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,annualInvestmentsAndAdvances,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,trailingNetOtherInvestingChanges,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualEbitda,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualCashCashEquivalentsAndMarketableSecurities,annualBasicAverageShares,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangeInCashSupplementalAsReported,annualBeginningCashPosition,annualCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyChangesInAccountReceivables,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualRepaymentOfDebt,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingGrossProfit,trailingCapitalExpenditure,trailingNetIncomeCommonStockholders,quarterlyDilutedAverageShares,trailingDeferredIncomeTax,annualBasicEPS,annualOtherCurrentLiabilities,quarterlyStockholdersEquity,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualCurrentDebt,annualInventory,trailingTaxProvision,quarterlyNetPPE,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,annualOtherCurrentAssets,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualCostOfRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,annualCapitalStock,trailingChangeInInventory,quarterlyEbitda,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualFreeCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyBasicAverageShares,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyCapitalExpenditure,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingCostOfRevenue,annualChangeInInventory,trailingPurchaseOfBusiness,trailingFreeCashFlow,trailingBeginningCashPosition,annualDilutedEPS,trailingNetIncome,quarterlyOperatingIncome,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentDeferredRevenue,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,trailingDilutedAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingBasicEPS
2014-03-31,,4171956000.0,,,763909000.0,32338000.0,,,0.0,,71342000.0,,404507000.0,2484693000.0,147982000.0,,,740666000.0,,45972000.0,,1243450000.0,67560000.0,,,,38955000.0,,,158032000.0,158032000.0,,,,,,,,157648000.0,,,2509000.0,439009000.0,,,,,776337000.0,447203000.0,,,,,532643000.0,,,9157000.0,,-49025000.0,38955000.0,,,,,157086000.0,532643000.0,-130044000.0,-16789000.0,,,3512000.0,,334050000.0,1603384000.0,101764000.0,,,,,1.18,,,,,32870000.0,50038000.0,,,,,,,,29710000.0,,5332000.0,,,-29706000.0,,,287010000.0,-1782000.0,211952000.0,,,,461301000.0,,,1347000.0,,,,133925424.0,,,,2568572000.0,,12000.0,,,83375000.0,,,,,,2150643000.0,,2222000.0,,,365000.0,1.18,,,,,,296536000.0,,,,,,4763000.0,681000.0,241407000.0,,2095904000.0,133925424.0,,,-11119000.0,,,,,,,243694000.0,,-110741000.0,1027676000.0,212505000.0,,2150643000.0,,,,,,,,248055000.0,,1687263000.0,,359934000.0,,,,,,,,,,,,,,,,
2014-06-30,,4369369000.0,,,763938000.0,31639000.0,,,0.0,,343424000.0,,433404000.0,2546866000.0,167329000.0,,,692605000.0,,48502000.0,,1254367000.0,68867000.0,,,,39183000.0,,,169443000.0,169443000.0,,,,,,,,169083000.0,,,4601000.0,437519000.0,,,,,876067000.0,458790000.0,,,,,876067000.0,,,9539000.0,,-68597000.0,39183000.0,,,,,155394000.0,876067000.0,137568000.0,-16834000.0,,,924000.0,,329817000.0,1641296000.0,113566000.0,,,,,1.26,,,,,1490000.0,54636000.0,,,,,,,,312335000.0,,-32699000.0,,,7716000.0,,,305971000.0,-132000.0,219600000.0,,,,532643000.0,,,1347000.0,,,,134478571.0,,,,2728073000.0,,1000.0,,,92407000.0,,,,,,2217049000.0,,2289000.0,,,365000.0,1.27,,,,,,319891000.0,,,,,,10160000.0,-10970000.0,261850000.0,,2248513000.0,133419685.0,,,-13881000.0,,,,,,,0.0,,-106171000.0,998576000.0,219737000.0,,2217049000.0,,,,,,,,266788000.0,,1822503000.0,,386929000.0,,,,,,,,,,,,,,,,
2014-09-30,,5126283000.0,,,763968000.0,153158000.0,,,0.0,,-62599000.0,,563594000.0,3174335000.0,309671000.0,,,891707000.0,,53920000.0,,1430899000.0,70828000.0,,,,54759000.0,,,170156000.0,167757000.0,,,,,,,,167404000.0,,,-2670000.0,500552000.0,,,,,813468000.0,513773000.0,,,,,813468000.0,,,9486000.0,,290000.0,54759000.0,,,,,222728000.0,813468000.0,-659702000.0,-22067000.0,,,1067000.0,,463860000.0,2003935000.0,249611000.0,,,,,1.25,,,,,46132000.0,44964000.0,,,,,,,,-689000.0,,33422000.0,,,-76779000.0,,,361520000.0,-36433000.0,263365000.0,,,,876067000.0,,,1347000.0,,,,134205600.0,,,,2833861000.0,,46055000.0,,,124449000.0,,,,,,2710475000.0,,2345000.0,,,442000.0,1.26,,,,,,358011000.0,,,,,,12866000.0,105335000.0,294605000.0,,2394203000.0,133140476.0,-9495000.0,,256908000.0,,,,,,,0.0,,-94271000.0,1253227000.0,343882000.0,,2710475000.0,,,,,,,,306761000.0,-611087000.0,1951948000.0,,573036000.0,,,,,,,,,,,,,,,,
2014-12-31,,5213990000.0,2555528000.0,678523000.0,763997000.0,174859000.0,512515000.0,-117332000.0,0.0,,67133000.0,-77656000.0,512515000.0,3202703000.0,276118000.0,62016000.0,1083918000.0,773022000.0,340214000.0,60092000.0,,1474922000.0,133866000.0,1673000.0,208486000.0,1123991000.0,60462000.0,,763997000.0,187385000.0,183291000.0,-773205000.0,62016000.0,,,2911511000.0,880601000.0,5213990000.0,182888000.0,398902000.0,,-10629000.0,525776000.0,,276118000.0,537180000.0,,880601000.0,536066000.0,,1032376000.0,,1474922000.0,880601000.0,261062000.0,,9170000.0,-97237000.0,0.0,60462000.0,,156415000.0,286088000.0,0.0,156415000.0,880601000.0,-121027000.0,-21966000.0,133866000.0,-52630000.0,-2189000.0,31301000.0,31301000.0,2012102000.0,136331000.0,,2757557000.0,-79433000.0,1329756000.0,1.37,880601000.0,46104000.0,880601000.0,133305108.0,-29405000.0,44244000.0,419300000.0,461301000.0,2011287000.0,,4288888000.0,174859000.0,677021000.0,-1142000.0,52263000.0,27106000.0,37352000.0,,1532000.0,,193359000.0,362849000.0,-79433000.0,261062000.0,0.0,3202703000.0,-6189000.0,813468000.0,-431104000.0,,1347000.0,,,,133789051.0,,5.09,0.0,2911511000.0,,36000.0,,,98671000.0,164640000.0,133830966.0,,525776000.0,,2757557000.0,-1531331000.0,2405000.0,44244000.0,4415350000.0,501000.0,1.38,3098000000.0,-611087000.0,,1347000.0,,355318000.0,3314000.0,9261000.0,601272000.0,536066000.0,2012102000.0,24474000.0,-30449000.0,286056000.0,-1531331000.0,2555528000.0,132819565.0,-43135000.0,1317350000.0,-67268000.0,,,685016000.0,193359000.0,,0.0,0.0,64597000.0,-119921000.0,1135871000.0,256252000.0,33161000.0,4288888000.0,,51087000.0,,,,5.07,,302387000.0,0.0,2011287000.0,,537180000.0,,,,,,,,,,,,,,,,
2015-03-31,,5179785000.0,,,764027000.0,157130000.0,,,0.0,,65048000.0,,487452000.0,3177623000.0,205714000.0,,,818985000.0,,58641000.0,,1455836000.0,64721000.0,,,,55266000.0,,,150407000.0,146342000.0,,,,,,,,146142000.0,,,9096000.0,480380000.0,,,,,945649000.0,534679000.0,,,,,945649000.0,,,9591000.0,,-833000.0,55266000.0,,,,,207254000.0,945649000.0,-96655000.0,-21964000.0,,,-1857000.0,,426137000.0,1909043000.0,94734000.0,,,,,1.1,,,,,35979000.0,49006000.0,,,,,,,,0.0,,18517000.0,,,-3625000.0,,,284546000.0,-137662000.0,247493000.0,,,,880601000.0,,,1347000.0,,,,133205306.0,,,,2979858000.0,,-833000.0,,,78378000.0,,,,,,2751486000.0,-49658000.0,2340000.0,,,501000.0,1.1,,,,,,297017000.0,,,,,,3630000.0,-21117000.0,228785000.0,,2679906000.0,132714566.0,-2000000.0,,-25664000.0,,,,,,,,,-95822000.0,1103531000.0,190556000.0,,2751486000.0,,,,,,,,229280000.0,,2002162000.0,,453207000.0,,,,,,,,,,,,,,,,
2015-06-30,,5411010000.0,,,764056000.0,162777000.0,,,0.0,,80920000.0,,562141000.0,3244770000.0,251680000.0,,,831821000.0,,60340000.0,,1459177000.0,37746000.0,,,,57807000.0,,,210061000.0,205095000.0,,,,,,,,204842000.0,,,21192000.0,486297000.0,,,,,1026569000.0,532344000.0,,,,,1026569000.0,,19175000.0,8958000.0,,-341000.0,57807000.0,,,,,213968000.0,1026569000.0,-77633000.0,-21932000.0,,,-3466000.0,,389262000.0,1993835000.0,136688000.0,,,,,1.54,,,,,14136000.0,52652000.0,,,,,,,,15037000.0,,-40897000.0,,,1298000.0,,,353181000.0,-119924000.0,263803000.0,,,,945649000.0,,,1347000.0,,,,133044975.0,,,,3123388000.0,,14608000.0,,,98413000.0,,,,,,2855508000.0,,2565000.0,,,-20544000.0,1.55,,,,,,377772000.0,,,,,,-2437000.0,-9943000.0,308474000.0,,2863069000.0,132538123.0,-60804000.0,,-87435000.0,,,,,,,,,-108111000.0,1185002000.0,244799000.0,,2855508000.0,,,,,,,,295374000.0,,2166240000.0,,534658000.0,,,,,,,,,,,,,,,,
2015-09-30,,5524405000.0,,,764086000.0,170770000.0,,,0.0,,-64644000.0,,481351000.0,3275975000.0,290115000.0,,,876761000.0,,61248000.0,,1469680000.0,9593000.0,,,,57248000.0,,,188420000.0,183604000.0,,,,,,,,183409000.0,,,1005000.0,430006000.0,,,,,1247651000.0,534824000.0,,,,,961925000.0,,7150000.0,8211000.0,,-281368000.0,57248000.0,,,,,218652000.0,961925000.0,-379305000.0,-23956000.0,,,-3207000.0,,359345000.0,2004567000.0,280642000.0,,,,,1.39,,,,,55784000.0,49813000.0,,,,,,,,-516000.0,,77317000.0,,,-28184000.0,,,311276000.0,-121865000.0,237622000.0,,,,1026569000.0,,,1347000.0,,,,132121235.0,,,,3224999000.0,,-16126000.0,-28655000.0,,60033000.0,,,,,,2916630000.0,,2639000.0,,,502000.0,1.39,,,,,,317912000.0,,,,,,3940000.0,143041000.0,248453000.0,,3022717000.0,131664296.0,-51450000.0,,-90024000.0,,,,,,,285726000.0,,-125303000.0,1188037000.0,405945000.0,,2916630000.0,,,,,,,,254028000.0,0.0,2248430000.0,,534887000.0,,,,,,,,,,,,,,,,
2015-12-31,,5575252000.0,3109987000.0,646010000.0,764115000.0,150961000.0,424443000.0,-605098000.0,0.0,,-299400000.0,-91551000.0,424443000.0,3400063000.0,287313000.0,62016000.0,963441000.0,750578000.0,46652000.0,65528000.0,,1490679000.0,108623000.0,-19041000.0,245757000.0,959827000.0,55043000.0,,764115000.0,116157000.0,110969000.0,-1006176000.0,62016000.0,,,3265878000.0,662525000.0,5575252000.0,108797000.0,298396000.0,,1829000.0,434060000.0,,287313000.0,522642000.0,,1182669000.0,575603000.0,,1078836000.0,,1490679000.0,662525000.0,235329000.0,6110000.0,7896000.0,-21604000.0,-322556000.0,55043000.0,,151388000.0,0.0,520144000.0,151388000.0,662525000.0,-452583000.0,-23699000.0,108623000.0,-162459000.0,-4680000.0,30714000.0,30714000.0,2013321000.0,75346000.0,,3004067000.0,-129292000.0,1243854000.0,,662525000.0,49000.0,1182669000.0,131823707.0,-6469000.0,49928000.0,-218076000.0,880601000.0,2175189000.0,,4689322000.0,150961000.0,643185000.0,32131000.0,38138000.0,7785000.0,34656000.0,,8907000.0,,225364000.0,236188000.0,-129292000.0,235329000.0,-73615000.0,3400063000.0,32236000.0,961925000.0,-491426000.0,,1347000.0,,,,,,4.88,0.0,3265878000.0,,32000.0,-40661000.0,,61572000.0,-286812000.0,132301812.0,6110000.0,434060000.0,,3004067000.0,-1685255000.0,2652000.0,49928000.0,4463336000.0,500000.0,,3278145000.0,0.0,,1347000.0,,251153000.0,-13210000.0,10196000.0,587410000.0,575603000.0,2013321000.0,33005000.0,14056000.0,177729000.0,-1685255000.0,3109987000.0,,-48205000.0,1185191000.0,-83689000.0,,,665045000.0,225364000.0,,0.0,520144000.0,126037000.0,-162190000.0,986766000.0,237536000.0,62722000.0,4689322000.0,,99430000.0,,,,4.86,,181145000.0,-15782000.0,2175189000.0,,522642000.0,,,,,,,,,,,,,,,,
2016-03-31,,5724401000.0,,,758300000.0,145786000.0,,,0.0,,-47549000.0,,451376000.0,3532667000.0,248777000.0,,,719602000.0,,65714000.0,,1513838000.0,9431000.0,,,,53309000.0,,,128936000.0,123128000.0,,,,,,,,122579000.0,,,2645000.0,478656000.0,,,,,1139984000.0,609752000.0,,,,,614976000.0,,1033000.0,6685000.0,,-37856000.0,53309000.0,,,,,213508000.0,614976000.0,-147221000.0,-23700000.0,,,-3719000.0,,417846000.0,2019999000.0,-7393000.0,,,,,0.94,,,,,-40878000.0,24057000.0,,,,,,,,26859000.0,,-36324000.0,,,23752000.0,,,255585000.0,-90663000.0,256351000.0,,,,662525000.0,,,1347000.0,,,,130987234.0,,,,3406526000.0,,104000.0,-7095000.0,,69300000.0,,,,,,3114821000.0,,2303000.0,,,220000.0,0.94,,,,,,270635000.0,,,,,,58371000.0,-127452000.0,198236000.0,,3209415000.0,130987234.0,-679000.0,,-33121000.0,,,,,,,525008000.0,,-136328000.0,975187000.0,128935000.0,,3114821000.0,,,,,,,,202276000.0,,2191734000.0,,506161000.0,,,,,,,,,,,,,,,,
2016-06-30,,5920564000.0,,,758453000.0,139587000.0,,,0.0,,156021000.0,,493156000.0,3730523000.0,312985000.0,,,844695000.0,,67250000.0,,1563027000.0,8929000.0,,,,61428000.0,,,115620000.0,111124000.0,,,,,,,,110620000.0,,,5097000.0,448526000.0,,,,,1123018000.0,664987000.0,,,,,770997000.0,,1263000.0,5915000.0,,-100566000.0,61428000.0,,,,,208376000.0,770997000.0,20804000.0,-23617000.0,,,-13746000.0,,500000000.0,2183128000.0,90125000.0,,,,,0.85,,,,,28159000.0,35642000.0,,,,,,,,272201000.0,,-36672000.0,,,30642000.0,,,241366000.0,-82101000.0,305853000.0,,,,614976000.0,,,1347000.0,,,,130734118.0,,,,3439163000.0,,1000.0,-1531000.0,,66584000.0,,,,,,3230523000.0,,2781000.0,,,197000.0,0.85,,,,,,255369000.0,,,,,,44300000.0,7748000.0,182204000.0,,3296922000.0,130734118.0,-66725000.0,,-103368000.0,,,,,,,352021000.0,,-150832000.0,1086061000.0,240957000.0,,3230523000.0,,,,,,,,179938000.0,,2190041000.0,,620101000.0,,,,,,,,,,,,,,,,
2016-09-30,,10897049000.0,,,3680585000.0,146526000.0,,,0.0,,-390478000.0,,908177000.0,8477305000.0,552581000.0,,,1076895000.0,,94229000.0,,5868262000.0,,,,,72729000.0,,,70014000.0,65662000.0,,925700000.0,,,,,,65368000.0,,,-42113000.0,744536000.0,,,,,380519000.0,1607084000.0,,,,,380519000.0,,149691000.0,24366000.0,,-4000000.0,72729000.0,,,,,790202000.0,380519000.0,-2262668000.0,-24616000.0,,,-182852000.0,,2026358000.0,7072912000.0,-5902000.0,,,,,0.51,,,,,6595000.0,54868000.0,,,,,,,,359223000.0,,-19315000.0,,,-20285000.0,,,202133000.0,-108126000.0,502378000.0,,,,770997000.0,,,1347000.0,,,,128749020.0,,,,3457728000.0,,108000.0,-126976000.0,,-6552000.0,,,,,,6450947000.0,,1504000.0,,,601000.0,0.51,,,,,,182057000.0,,,,,,2049000.0,55006000.0,63462000.0,,3337968000.0,128749020.0,-2000.0,,1696990000.0,,,,,,,0.0,,-180170000.0,1279028000.0,174268000.0,,6450947000.0,,,,,,,,129404000.0,-2437829000.0,2419744000.0,,1204650000.0,,,,,,,,,,,,,,,,
2016-12-31,,10890253000.0,3412286000.0,398859000.0,3678654000.0,121077000.0,809730000.0,-155422000.0,0.0,,78934000.0,-96560000.0,809730000.0,8481937000.0,537483000.0,946553000.0,558379000.0,1453702000.0,657727000.0,150473000.0,,5815125000.0,130460000.0,3159000.0,377666000.0,685126000.0,115679000.0,,3678654000.0,105289000.0,98945000.0,-2562800000.0,946553000.0,,,3523629000.0,459453000.0,10890253000.0,98508000.0,138520000.0,,-10337000.0,801100000.0,,537483000.0,1183083000.0,,459453000.0,1650575000.0,,833852000.0,,5815125000.0,459453000.0,494743000.0,150857000.0,42507000.0,11950000.0,-13000000.0,115679000.0,,787454000.0,0.0,0.0,787454000.0,459453000.0,-173715000.0,-24627000.0,130460000.0,-67406000.0,-3469000.0,88207000.0,88207000.0,6998208000.0,128539000.0,,6420062000.0,-121306000.0,1015518000.0,0.76,459453000.0,1207000.0,459453000.0,129921498.0,-55861000.0,48493000.0,-203072000.0,662525000.0,2408316000.0,,8339291000.0,121077000.0,397075000.0,-556000.0,98053000.0,142602000.0,79473000.0,,-22159000.0,,295436000.0,281478000.0,-121306000.0,494743000.0,-138046000.0,8481937000.0,-55695000.0,380519000.0,-628483000.0,,1347000.0,,,,130190789.0,,3.07,0.0,3523629000.0,,994000.0,-2444000.0,,9188000.0,1533217000.0,130346078.0,150857000.0,801100000.0,,6420062000.0,-1919229000.0,7605000.0,48493000.0,5075456000.0,2141000.0,0.76,4094894000.0,-2437829000.0,,1347000.0,,307457000.0,-203786000.0,14193000.0,205369000.0,1650575000.0,6998208000.0,-6667000.0,26197000.0,114477000.0,-1919229000.0,3412286000.0,130190789.0,0.0,980562000.0,-27284000.0,,,419859000.0,295436000.0,,,0.0,-38501000.0,-161153000.0,1735180000.0,289692000.0,50291000.0,8339291000.0,,-61985000.0,,,,3.06,,165799000.0,0.0,2408316000.0,,1183083000.0,,,,,,,,,,,,,,,,
2017-03-31,,10724830000.0,,,3601642000.0,135197000.0,,,943431000.0,,-86862000.0,,942664000.0,8473542000.0,400310000.0,,,1575473000.0,,150269000.0,,5748567000.0,,,,,123651000.0,,,144710000.0,138190000.0,,950681000.0,,,,,,137496000.0,,,-3123000.0,821708000.0,,,,,372591000.0,1649120000.0,,,,,372591000.0,,1189000.0,39776000.0,,-15355000.0,123651000.0,,,,,769338000.0,372591000.0,-148019000.0,-24656000.0,,,150572000.0,,2080797000.0,6691998000.0,23109000.0,,,,,1.06,,,,,-19244000.0,43695000.0,,,,,,,,0.0,,-64676000.0,,,49377000.0,,,367143000.0,-103636000.0,541932000.0,,,,459453000.0,,,1347000.0,,,,130367925.0,,,,3659196000.0,,1621000.0,-277469000.0,,55883000.0,,,,,,6392745000.0,,6303000.0,,,535000.0,1.07,,,,,,390638000.0,,,,,,-6273000.0,-140807000.0,200593000.0,,3525820000.0,129149533.0,0.0,,-99679000.0,,,,,,,,,-134285000.0,1942616000.0,157394000.0,,6392745000.0,,,,,,,,243492000.0,,2251288000.0,,943431000.0,,,,,,,,,,,,,,,,
2017-06-30,,10885707000.0,,,3489900000.0,140398000.0,,,0.0,,23185000.0,,1020563000.0,8508072000.0,447412000.0,,,1573327000.0,,144630000.0,,5645743000.0,,,,,130626000.0,,,159418000.0,152827000.0,,999614000.0,,,,,,152008000.0,,,-8630000.0,831700000.0,,,,,395776000.0,1648529000.0,,,,,395776000.0,,704000.0,38972000.0,,-16021000.0,130626000.0,,,,,824083000.0,395776000.0,-162454000.0,-24659000.0,,,-11504000.0,,0.0,6676664000.0,175703000.0,,,,,1.17,,,,,40451000.0,0.0,,,,,,,,0.0,,-77353000.0,,,32653000.0,,,405834000.0,-53824000.0,582805000.0,,,,372591000.0,,,1347000.0,,,,129786714.0,,,,3840837000.0,,184000.0,-237432000.0,,68188000.0,,,,,,6316731000.0,,4465000.0,,,543000.0,1.18,,,,,,411208000.0,,,,,,21235000.0,-10634000.0,227606000.0,,3653988000.0,129051227.0,0.0,,-146925000.0,,,,,,,,,-146617000.0,1979161000.0,322320000.0,,6316731000.0,,,,,,,,275208000.0,,2377635000.0,,1030921000.0,,,,,,,,,,,,,,,,
2017-09-30,,11244125000.0,,,3349402000.0,144329000.0,,,0.0,,282457000.0,,1097203000.0,8544592000.0,609472000.0,,,1610837000.0,,153634000.0,,5522350000.0,,,,,125642000.0,,,219150000.0,210832000.0,,1011342000.0,,,,,,209715000.0,,,-5249000.0,834835000.0,,,,,678233000.0,1660914000.0,,,,,678233000.0,,0.0,40036000.0,,-15631000.0,125642000.0,,,,,802050000.0,678233000.0,-148962000.0,-27176000.0,,,-4007000.0,,0.0,6692626000.0,349581000.0,,,,,1.61,,,,,2738000.0,0.0,,,,,,,,0.0,,-43124000.0,,,-21131000.0,,,498052000.0,-13946000.0,560804000.0,,,,395776000.0,,,1347000.0,,,,129888968.0,,,,4068774000.0,,38000.0,-191794000.0,,108619000.0,,,,,,6343637000.0,,5972000.0,,,2393000.0,1.62,,,,,,521439000.0,,,,,,8332000.0,90503000.0,327769000.0,,3837644000.0,129069186.0,0.0,,-59836000.0,,,,,,,,,-133369000.0,2108889000.0,482950000.0,,6343637000.0,,,,,,,,372410000.0,,2699533000.0,,1170276000.0,,,,,,,,,,,,,,,,
2017-12-31,,12076000000.0,4613000000.0,1304000000.0,3127000000.0,158000000.0,961000000.0,-66000000.0,0.0,,853220000.0,-103000000.0,961000000.0,8613000000.0,657000000.0,1012000000.0,1081000000.0,1512363000.0,0.0,152467000.0,,4740000000.0,,,601000000.0,1262000000.0,19081000.0,,3127000000.0,815722000.0,802151000.0,-652000000.0,1012000000.0,,,4874000000.0,1531000000.0,12076000000.0,797781000.0,-258000000.0,,-4064000.0,900000000.0,,657000000.0,1967000000.0,,1531000000.0,1111000000.0,,1538000000.0,,4740000000.0,1531000000.0,600000000.0,710000000.0,40216000.0,86000000.0,-18993000.0,127081000.0,,777000000.0,111000000.0,,777000000.0,1531000000.0,-192565000.0,-26509000.0,,,-4061000.0,412000000.0,412000000.0,6707000000.0,412607000.0,,6412000000.0,7000000.0,1841000000.0,6.15,1531000000.0,4000000.0,1531000000.0,129751244.0,-55945000.0,0.0,1072000000.0,459000000.0,3463000000.0,,8750000000.0,158000000.0,1297000000.0,0.0,-534000000.0,145153000.0,159000000.0,,25101000.0,,399000000.0,497971000.0,7000000.0,600000000.0,-957000000.0,8613000000.0,-22000000.0,678233000.0,-577000000.0,,1000000.0,,,,130406504.0,,10.05,1257000000.0,4874000000.0,,2157000.0,-250305000.0,,-490690000.0,160000000.0,130400000.0,710000000.0,900000000.0,,6412000000.0,-2338000000.0,6260000.0,0.0,8041000000.0,6260000.0,6.18,6272000000.0,-13000000.0,,1000000.0,,517715000.0,131000000.0,23000000.0,961000000.0,1111000000.0,6707000000.0,-557294000.0,150938000.0,325032000.0,-2338000000.0,4613000000.0,129773463.0,,1769000000.0,466440000.0,,,1339000000.0,507000000.0,,261000.0,,90000000.0,-162729000.0,2010334000.0,575336000.0,-40000000.0,8750000000.0,,-32000000.0,,,,10.0,,370890000.0,-13000000.0,3463000000.0,,1967000000.0,,,,,,,,,,,,,,,,
2018-03-31,,11604000000.0,,,2666000000.0,177000000.0,,,,,-680000000.0,,1105000000.0,8645000000.0,596000000.0,,,1608000000.0,,156000000.0,,4310000000.0,,,,,108000000.0,,,297000000.0,287000000.0,,1010000000.0,,,,,,285000000.0,,,15000000.0,944000000.0,,,,,851000000.0,1125000000.0,,,,,851000000.0,,461000000.0,37000000.0,,,134000000.0,,,,,754000000.0,874000000.0,-178000000.0,-27000000.0,,,-2000000.0,,434000000.0,5963000000.0,71000000.0,,,,,2.2,,,,,-41000000.0,,,,,,,,,,,-133000000.0,,,-13000000.0,,,542000000.0,3000000.0,596000000.0,,,,1554000000.0,,,1000000.0,,,,130190892.0,,,,5141000000.0,,2000000.0,-706000000.0,,89000000.0,,,,,,6447000000.0,,6000000.0,,,,2.21,,,,,,579000000.0,,,,,,16000000.0,-249000000.0,386000000.0,,4874000000.0,129483968.0,,,-731000000.0,,,,,,,,,-154000000.0,2150000000.0,225000000.0,,6447000000.0,,,,,,,,408000000.0,-26000000.0,2959000000.0,,1653000000.0,,,,,,,,,,,,,,,,
