date,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyBasicAverageShares,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,annualLongTermDebt,trailingCashDividendsPaid,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualTotalAssets,trailingNetIncome,trailingPurchaseOfBusiness,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,quarterlyCostOfRevenue,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,trailingChangeInWorkingCapital,annualGoodwill,annualCapitalStock,annualSaleOfInvestment,annualStockBasedCompensation,annualCommonStockIssuance,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualOperatingIncome,annualNetPPE,trailingGrossProfit,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,quarterlyDilutedEPS,quarterlyDilutedAverageShares,annualEbitda,annualBasicEPS,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualEndCashPosition,trailingTotalRevenue,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,annualPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,trailingOtherIncomeExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingDeferredIncomeTax,annualCapitalExpenditure,annualChangesInAccountReceivables,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,trailingInterestExpense,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualDilutedEPS,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,annualCurrentAccruedExpenses,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualBasicAverageShares,trailingNetOtherFinancingCharges,quarterlyEbitda,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInterestExpense,annualRepaymentOfDebt,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyCurrentAssets,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDeferredRevenue,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyRetainedEarnings,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInInventory,quarterlyTotalRevenue,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,trailingTaxProvision,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashDividendsPaid,quarterlyBasicEPS,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyInvestmentsAndAdvances,trailingBasicEPS,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable,annualInvestmentsAndAdvances
1993-12-31,-399300000.0,22600000.0,22600000.0,,66500000.0,-214500000.0,-19900000.0,210900000.0,308100000.0,,647500000.0,,58000000.0,285000000.0,,,48400000.0,2473700000.0,,,873000000.0,,416200000.0,,156600000.0,-28800000.0,192800000.0,,42400000.0,45500000.0,192800000.0,,,362100000.0,647500000.0,48400000.0,,,,,14500000.0,16700000.0,,378800000.0,,7500000.0,,123600000.0,447500000.0,,,325700000.0,473600000.0,,1249700000.0,325700000.0,126700000.0,906800000.0,,325700000.0,85300000.0,,,166000000.0,0.328889,14500000.0,411100000.0,0.0,,0.0,,,-86500000.0,,,,,581900000.0,-144900000.0,45900000.0,325700000.0,-700000.0,110000000.0,1323000000.0,36100000.0,,,,210900000.0,1229200000.0,22600000.0,473600000.0,2473700000.0,581900000.0,,,308100000.0,13900000.0,,413000000.0,-15900000.0,,100000.0,,-134400000.0,370600000.0,,-56600000.0,,38000000.0,-57200000.0,,,1244500000.0,426000000.0,85300000.0,,0.288889,,,,-1000000.0,76600000.0,285000000.0,107711000.0,,38000000.0,-21200000.0,,873000000.0,135100000.0,,,,,,181500000.0,-140600000.0,,0.0,,416200000.0,,1229200000.0,143500000.0,1244500000.0,,51800000.0,426000000.0,,536600000.0,101100000.0,-24500000.0,33400000.0,1323000000.0,3500000.0,362100000.0,447500000.0,,,,26100000.0,906800000.0,-6500000.0,338100000.0,,76600000.0,,107711000.0,-134400000.0,56200000.0,-30400000.0,,,,,,190600000.0,713100000.0,76600000.0,70100000.0,45900000.0,,,,,,,,,,,,,,,
1994-03-31,,22500000.0,22500000.0,107969000.0,19000000.0,,-68200000.0,-100000.0,172300000.0,,,,,321500000.0,,23400000.0,,,,,,,,,208100000.0,15500000.0,234400000.0,,,24200000.0,,,,,801000000.0,108600000.0,,,,,,,,,,,,,,,,,,,,257600000.0,,,,257600000.0,,0.084444,107969000.0,,,14600000.0,,325700000.0,,,,,-132500000.0,,,10300000.0,,,,46200000.0,,-500000.0,,1379800000.0,6600000.0,,,,,1323900000.0,22500000.0,555700000.0,2568800000.0,740700000.0,,,,,,,-19100000.0,,148500000.0,,,,,,,36900000.0,,,,,410000000.0,102600000.0,,,,,,,,,,,36900000.0,-119000000.0,,891000000.0,,,,,,,142400000.0,-114100000.0,,257500000.0,,470300000.0,,,105500000.0,1244900000.0,,-3500000.0,,,,82100000.0,,,,14100000.0,384700000.0,595900000.0,,,,36600000.0,909500000.0,,350500000.0,,,,,-144800000.0,26400000.0,-12400000.0,,,,0.093333,,,,,,,,,,,,,,,,,,,,,
1994-06-30,,24200000.0,24200000.0,108598000.0,54800000.0,,32200000.0,100000.0,182000000.0,,,,,331700000.0,,26600000.0,,,,,,,,,232900000.0,26900000.0,238900000.0,,,1900000.0,,,,,1132900000.0,117000000.0,,,,,,,,,,,,,,,,,,,,289700000.0,,,,289700000.0,,0.084444,108598000.0,,,14700000.0,,257500000.0,,,,,-411400000.0,,,16400000.0,,,,47800000.0,,600000.0,,1727700000.0,41300000.0,,,,,1336200000.0,24200000.0,560700000.0,2934000000.0,750300000.0,,,,,,,-34100000.0,,86200000.0,,,,,,,42800000.0,,,,,726300000.0,98200000.0,,,,,,,,,,,42800000.0,-4000000.0,,907400000.0,,,,,,,162100000.0,-326800000.0,,289700000.0,,477700000.0,,,119300000.0,1597800000.0,,30600000.0,,,,92700000.0,,,,22300000.0,408800000.0,593500000.0,,,,46500000.0,1250000000.0,,395000000.0,,,,,-156800000.0,302900000.0,-13500000.0,,,,0.097778,,,,,,,,,,,,,,,,,,,,,
1994-09-30,,27700000.0,27700000.0,114276000.0,36800000.0,,17400000.0,0.0,186500000.0,,,,,327500000.0,,25400000.0,,,,,,,,,235300000.0,22600000.0,241700000.0,,,20200000.0,,,,,1066700000.0,126400000.0,,,,,,,,,,,,,,,,,,,,307200000.0,,,,307200000.0,,0.093333,114276000.0,,,14700000.0,,289700000.0,,,,,-99100000.0,,,16500000.0,,,,59500000.0,,900000.0,,1680600000.0,22800000.0,,,,,1354400000.0,27700000.0,569000000.0,2975000000.0,767500000.0,,,,,,,-23300000.0,,119900000.0,,,,,,,46900000.0,,,,,696600000.0,100500000.0,,,,,,,,,,,46900000.0,-20600000.0,,979800000.0,,,,,,,171200000.0,-13500000.0,,307100000.0,,487500000.0,,,124300000.0,1620600000.0,,9100000.0,,,,98900000.0,,,,14500000.0,436600000.0,598900000.0,,,,42200000.0,1193100000.0,,406500000.0,,,,,-168600000.0,-7100000.0,-14000000.0,,,,0.111111,,,,,,,,,,,,,,,,,,,,,
1994-12-31,-450000000.0,29000000.0,29000000.0,,93600000.0,-748900000.0,75700000.0,57700000.0,147700000.0,,1049800000.0,,41400000.0,341300000.0,,28300000.0,57900000.0,3019900000.0,,,990300000.0,,536500000.0,,189900000.0,18200000.0,233400000.0,,62300000.0,14300000.0,233400000.0,,,465500000.0,1049800000.0,57900000.0,,,,,,495400000.0,,60600000.0,,83300000.0,,179800000.0,614000000.0,,,382800000.0,575500000.0,,1585300000.0,382800000.0,204200000.0,1165400000.0,,382800000.0,112200000.0,,,242100000.0,0.933333,,300900000.0,307100000.0,,382800000.0,,,-105900000.0,,,16400000.0,,793200000.0,-157700000.0,83000000.0,382800000.0,-700000.0,172600000.0,1701900000.0,73300000.0,,,,57700000.0,1337200000.0,29000000.0,575500000.0,3019900000.0,793200000.0,,,147700000.0,9400000.0,,539200000.0,-25000000.0,,140800000.0,,-179200000.0,373200000.0,,-60200000.0,,53400000.0,-101500000.0,,,1682700000.0,691700000.0,112200000.0,,0.822222,,,,300000.0,103400000.0,341300000.0,110801250.0,,53400000.0,-14100000.0,,990300000.0,57100000.0,,59600000.0,,,,243500000.0,4400000.0,,382800000.0,,536500000.0,,1337200000.0,190100000.0,1682700000.0,103700000.0,5200000.0,691700000.0,,719000000.0,99500000.0,24600000.0,69200000.0,1701900000.0,18200000.0,465500000.0,614000000.0,,,,47200000.0,1165400000.0,10000000.0,433400000.0,,103400000.0,,145530000.0,-179200000.0,-21300000.0,-20300000.0,,,,,,325700000.0,866300000.0,103400000.0,144000000.0,83000000.0,,,,,,,,,,,,,,,
1995-03-31,,29500000.0,29500000.0,123025934.0,2400000.0,,23300000.0,41200000.0,189700000.0,,,,,360900000.0,,63100000.0,,,,,,,,,258400000.0,26400000.0,256300000.0,,,51300000.0,,,,,989700000.0,118300000.0,,,,,,,,,,,,,,,,,,,,406300000.0,,,,406300000.0,,0.111111,123025934.0,,,,,383000000.0,,,,,-127100000.0,,,18400000.0,,,,88000000.0,,800000.0,,1718800000.0,-10300000.0,,,,,1454600000.0,29500000.0,621100000.0,3144600000.0,839600000.0,,,,,,,-44300000.0,,207100000.0,,,,,,,47400000.0,,,,,575400000.0,120700000.0,,,,,,,,,,,47400000.0,-50900000.0,,1085700000.0,,,,,,,220100000.0,17600000.0,,406300000.0,,569600000.0,,,172700000.0,1690000000.0,,-27100000.0,,,,109600000.0,,,,18400000.0,501900000.0,643800000.0,,,,47900000.0,1149200000.0,,478500000.0,,,,,-195800000.0,1400000.0,-12700000.0,,,,0.111111,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,32600000.0,32600000.0,124620279.0,64000000.0,,122600000.0,17300000.0,175900000.0,,,,,381400000.0,,68600000.0,,,,,,,,,286400000.0,27000000.0,282800000.0,,,19300000.0,,,,,1072000000.0,122000000.0,,,,,,,,,,,,,,,,,,,,528900000.0,,,,528900000.0,,0.153333,124620279.0,,,,,406300000.0,,,,,-66500000.0,,,18000000.0,,,,99700000.0,,1000000.0,,1824300000.0,50500000.0,,,,,1521300000.0,32600000.0,637600000.0,3315700000.0,921000000.0,,,,,,,-10000000.0,,150500000.0,,,,,,,57700000.0,,,,,513500000.0,131900000.0,,,,,,,,,,,57700000.0,-52500000.0,,1123500000.0,,,,,,,242300000.0,20500000.0,,528900000.0,,613000000.0,,,184600000.0,1794400000.0,,31400000.0,,,,116000000.0,,,,23900000.0,534500000.0,707800000.0,,,,56500000.0,1211300000.0,,528700000.0,,,,,-213200000.0,36100000.0,-13500000.0,,,,0.173333,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,38100000.0,38100000.0,129671803.0,36500000.0,,-87400000.0,17500000.0,186300000.0,,,,,389100000.0,,67500000.0,,,,,,,,,314500000.0,38900000.0,308100000.0,,,75200000.0,,,,,1077800000.0,137800000.0,,,,,,,,,,,,,,,,,,,,441600000.0,,,,441600000.0,,0.18,129671803.0,,,,,528900000.0,,,,,-180600000.0,,,19900000.0,,,,97700000.0,,0.0,,1860900000.0,21000000.0,,,,,1609800000.0,38100000.0,719200000.0,3507100000.0,942000000.0,,,,,,,-21100000.0,,62500000.0,,,,,,,68400000.0,,,,,637700000.0,141000000.0,,,,,,,,,,,68400000.0,-123200000.0,,1215500000.0,,,,,,,255900000.0,-254900000.0,,441500000.0,,627800000.0,,,187500000.0,1897300000.0,,-1700000.0,,,,120000000.0,,,,23300000.0,572700000.0,704300000.0,,,,61400000.0,1233100000.0,,570400000.0,,,,,-237700000.0,132100000.0,-15500000.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,
1995-12-31,-382000000.0,39800000.0,39800000.0,,91700000.0,-570100000.0,20500000.0,65900000.0,183800000.0,,1116000000.0,,103800000.0,444000000.0,,70300000.0,59200000.0,3744900000.0,,,1317400000.0,,714800000.0,,265300000.0,36800000.0,318200000.0,,85000000.0,27500000.0,318200000.0,,,612500000.0,1116000000.0,59200000.0,,,,,,617100000.0,,173300000.0,,129100000.0,,247300000.0,712800000.0,,,462000000.0,827100000.0,,2207400000.0,462000000.0,194600000.0,1241100000.0,,462000000.0,164600000.0,,,332300000.0,1.113333,,263200000.0,441500000.0,,462000000.0,,,-195900000.0,,,20700000.0,,967000000.0,-371700000.0,106200000.0,462000000.0,-700000.0,239000000.0,1955900000.0,70500000.0,,,,65900000.0,1723700000.0,39800000.0,827100000.0,3744900000.0,967000000.0,,,183800000.0,4600000.0,,835400000.0,-22400000.0,,197000000.0,,-254200000.0,480800000.0,,-62900000.0,,73900000.0,-97800000.0,,,2021200000.0,689600000.0,164600000.0,,0.986667,,,,1100000.0,140100000.0,444000000.0,125484000.0,,73900000.0,-145100000.0,,1317400000.0,79000000.0,,77000000.0,,,,364500000.0,-165200000.0,,462000000.0,,714800000.0,,1723700000.0,290600000.0,2021200000.0,269600000.0,101200000.0,689600000.0,,1082700000.0,135300000.0,-48200000.0,98900000.0,1955900000.0,33300000.0,612500000.0,712800000.0,,,,73100000.0,1241100000.0,-31800000.0,629800000.0,,140100000.0,,158103000.0,-254200000.0,93600000.0,-21200000.0,,,,,,383000000.0,1124700000.0,140100000.0,131700000.0,106200000.0,,,,,,,,,,,,,,,
1996-03-31,,40400000.0,40400000.0,135989961.0,41900000.0,,312700000.0,81800000.0,192600000.0,,,,,603300000.0,,67400000.0,,,,,,,,,364700000.0,47300000.0,423200000.0,,,44700000.0,,,,,1534300000.0,128200000.0,,,,,,,,,,,,,,,,,,,,774700000.0,,,,774700000.0,,0.206667,135989961.0,,,,,462000000.0,,,,,-278100000.0,,,27400000.0,,,,166800000.0,,800000.0,,2701400000.0,17400000.0,,,,,1971800000.0,40400000.0,995400000.0,4638400000.0,1052000000.0,,,,,,,-12800000.0,,200000000.0,,,,,,,55500000.0,,,,,811200000.0,187000000.0,,,,,,,,,,,55500000.0,-266300000.0,,1423100000.0,,,,,,,270400000.0,-367700000.0,,774700000.0,,957100000.0,,,214900000.0,2666600000.0,,1500000.0,,,,147500000.0,,,,22300000.0,652900000.0,783800000.0,,,,62700000.0,1744300000.0,,635100000.0,,,,,-268200000.0,638500000.0,-24500000.0,,,,0.206667,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,44900000.0,44900000.0,140312500.0,43900000.0,,-234400000.0,17800000.0,224100000.0,,,,,573400000.0,,76300000.0,,,,,,,,,428000000.0,45200000.0,449100000.0,,,86000000.0,,,,,1657200000.0,143800000.0,,,,,,,,,,,,,,,,,,,,541200000.0,,,,541200000.0,,0.32,140312500.0,,,,,774700000.0,,,,,-537400000.0,,,25600000.0,,,,158200000.0,,1100000.0,,2744800000.0,11000000.0,,,,,2022100000.0,44900000.0,1003500000.0,4900600000.0,1077600000.0,,,,,,,-13600000.0,,91400000.0,,,,,,,62100000.0,,,,,1248700000.0,194400000.0,,,,,,,,,,,62100000.0,-60100000.0,,1550700000.0,,,,,,,317800000.0,-537700000.0,,541200000.0,,926000000.0,,,255700000.0,2878500000.0,,-1600000.0,,,,179400000.0,,,,20000000.0,690400000.0,794500000.0,,,,64900000.0,1818800000.0,,745800000.0,,,,,-283100000.0,259100000.0,-32900000.0,,,,0.32,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,51200000.0,51200000.0,142222222.0,81500000.0,,-34600000.0,73500000.0,220400000.0,,,,,583900000.0,,,,,,,,,,,409200000.0,33300000.0,441200000.0,,,134400000.0,,,,,1408400000.0,163200000.0,,,,,,,,,,,,,,,,,,,,506500000.0,,,,506500000.0,,0.32,160000000.0,,,,,541200000.0,,,,,-230400000.0,,,,,,,156900000.0,,-12000000.0,,2574200000.0,45600000.0,,,,,1999100000.0,51200000.0,1083900000.0,4949500000.0,985900000.0,,,,,,,-28400000.0,,171200000.0,,,,,,,78100000.0,,,,,1333600000.0,188300000.0,,,,,,,,,,,78100000.0,-61700000.0,,1697500000.0,,,,,,,330800000.0,-153900000.0,,0.0,,929100000.0,,,252700000.0,2950400000.0,,30200000.0,,,,252700000.0,,,,31900000.0,741700000.0,694800000.0,,,,83100000.0,1645100000.0,,740000000.0,,,,,-291100000.0,36800000.0,-35900000.0,,,,0.36,,,,,,,,,,,,,,,,,,,,,
1996-12-31,-1311300000.0,53600000.0,53600000.0,,57200000.0,-831000000.0,-92200000.0,81000000.0,222100000.0,,1550300000.0,,126300000.0,555800000.0,,,81700000.0,5141200000.0,,,1830900000.0,,913200000.0,,333200000.0,18200000.0,433000000.0,,115200000.0,38900000.0,433000000.0,,,795300000.0,1550300000.0,81700000.0,,,,,,,,304000000.0,,90500000.0,,284200000.0,704400000.0,,,414400000.0,1082900000.0,,2932600000.0,414400000.0,224500000.0,1713000000.0,,414400000.0,203600000.0,,,399400000.0,1.35,,1038000000.0,0.0,,0.0,,,214900000.0,,,,,740100000.0,-366300000.0,153800000.0,414400000.0,8800000.0,301600000.0,2626200000.0,26000000.0,,,,81000000.0,2009400000.0,53600000.0,1082900000.0,5141200000.0,740100000.0,,,222100000.0,20900000.0,,1105900000.0,-86100000.0,,,,-35700000.0,990700000.0,,-124500000.0,,87300000.0,-140900000.0,,,3131800000.0,1590700000.0,203600000.0,,1.22,,,,-1300000.0,190800000.0,555800000.0,141525000.0,,87300000.0,21800000.0,,1830900000.0,-48500000.0,,,,,,461300000.0,-252000000.0,,0.0,,913200000.0,,2009400000.0,374000000.0,3131800000.0,,96200000.0,1590700000.0,,1390100000.0,258800000.0,-98300000.0,110800000.0,2626200000.0,36200000.0,795300000.0,704400000.0,,,,89800000.0,1713000000.0,-1300000.0,794500000.0,,190800000.0,,175700000.0,-35700000.0,103600000.0,-31200000.0,,,,,,462900000.0,1542500000.0,190800000.0,100000000.0,153800000.0,,,,,,,,,,,,,,,
1997-03-31,,52100000.0,52100000.0,148857143.0,32100000.0,,-72700000.0,76900000.0,201300000.0,,,,,639500000.0,,78500000.0,,,,,,,,,430800000.0,28800000.0,547100000.0,,,62800000.0,,,,,1501800000.0,162200000.0,,,,,,,,,,,,,,,,,,,,341800000.0,,,,341800000.0,,0.32,162812500.0,,,,,414400000.0,,,,,-207200000.0,,,,,,,284200000.0,,-1900000.0,,2871200000.0,9000000.0,,,,,2375700000.0,52100000.0,1420400000.0,5343600000.0,1073900000.0,,,,,,,-51900000.0,,485800000.0,,,,,,,68900000.0,,,,,1410300000.0,206600000.0,,,,,,,,,,,68900000.0,-351900000.0,,1757400000.0,,,,,,,332700000.0,-93700000.0,,0.0,,1130300000.0,,,263800000.0,2967900000.0,,-20000000.0,,,,185300000.0,,,,28400000.0,847400000.0,754000000.0,,,,80500000.0,1740900000.0,,763500000.0,,,,,-319900000.0,-7200000.0,-23100000.0,,,,0.35,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,56200000.0,56200000.0,151891892.0,25000000.0,,-53000000.0,115100000.0,226000000.0,,,,,624200000.0,,81500000.0,,,,,,,,,481900000.0,14400000.0,535300000.0,,,39200000.0,,,,,1601300000.0,163400000.0,,,,,,,,,,,,,,,,,,,,288700000.0,,,,288700000.0,,0.35,160571429.0,,,,,0.0,,,,,-204400000.0,,,,,,,170300000.0,,-1800000.0,,2892000000.0,-700000.0,,,,,2496500000.0,56200000.0,1506000000.0,5304600000.0,1105200000.0,,,,,,,-109300000.0,,374600000.0,,,,,,,98400000.0,,,,,1178700000.0,217700000.0,,,,,,,,,,,98400000.0,-247300000.0,,1741900000.0,,,,,,,393100000.0,-96400000.0,,0.0,,1012200000.0,,,294700000.0,2808100000.0,,-31100000.0,,,,213200000.0,,,,42000000.0,903500000.0,764500000.0,,,,98200000.0,1879800000.0,,875000000.0,,,,,-340700000.0,24700000.0,-25700000.0,,,,0.37,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,61900000.0,61900000.0,150975610.0,85400000.0,,204600000.0,111200000.0,228600000.0,,,,,623300000.0,,84100000.0,,,,,,,,,467600000.0,11300000.0,521600000.0,,,32600000.0,,,,,1819400000.0,164400000.0,,,,,,,,,,,,,,,,,,,,493300000.0,,,,493300000.0,,0.41,150975610.0,,,,,0.0,,,,,-306300000.0,,,,,,,173500000.0,,-100000.0,,3103800000.0,55900000.0,,,,,2517900000.0,61900000.0,1529900000.0,5588100000.0,1119300000.0,,,,,,,-85000000.0,,286900000.0,,,,,,,119300000.0,,,,,1308500000.0,212000000.0,,,,,,,,,,,152400000.0,-30500000.0,,1788700000.0,,,,,,,442300000.0,-77200000.0,,0.0,,1008800000.0,,,323000000.0,3070200000.0,,57400000.0,,,,205800000.0,,,,48000000.0,965400000.0,759400000.0,,,,109900000.0,2095000000.0,,909900000.0,,,,,-359900000.0,195100000.0,-29500000.0,,,,0.41,,,,,,,,,,,,,,,,,,,,,
1997-12-31,-319800000.0,69200000.0,69200000.0,,126500000.0,-973700000.0,100300000.0,59200000.0,220500000.0,,1742900000.0,,100000.0,663600000.0,,93200000.0,90800000.0,5795900000.0,,,2091200000.0,,1092200000.0,,523400000.0,26800000.0,543600000.0,,135700000.0,30300000.0,543600000.0,,,1034600000.0,1742900000.0,90800000.0,,,,,,1543000000.0,,164900000.0,,81300000.0,,407000000.0,789000000.0,,,593600000.0,1692200000.0,36500000.0,3558300000.0,593600000.0,269000000.0,1892900000.0,,593600000.0,251700000.0,,,542700000.0,1.57,,237800000.0,0.0,,0.0,,,-255800000.0,,,,,1159900000.0,56000000.0,176900000.0,593600000.0,-400000.0,414000000.0,2985100000.0,-755900000.0,,,,59200000.0,2701700000.0,69200000.0,1692200000.0,5795900000.0,1159900000.0,,,220500000.0,1100000.0,,1313700000.0,-64900000.0,,395700000.0,,-370900000.0,840700000.0,,-960700000.0,,120400000.0,-311100000.0,,,3094200000.0,1090200000.0,251700000.0,18500000.0,1.41,-1200000.0,,,-4200000.0,239300000.0,663600000.0,152489000.0,,156900000.0,685700000.0,,2091200000.0,179200000.0,,,,29700000.0,,486500000.0,-52500000.0,,0.0,,1092200000.0,,2701700000.0,366100000.0,3094200000.0,337300000.0,-6200000.0,1090200000.0,,1720700000.0,236400000.0,-115900000.0,174700000.0,2985100000.0,56300000.0,1034600000.0,789000000.0,,,,125500000.0,1892900000.0,9200000.0,1009900000.0,,239300000.0,,176082000.0,-370900000.0,25200000.0,-882400000.0,,,,,,414400000.0,1837600000.0,239300000.0,-691700000.0,176900000.0,,,,,,,,,,,,,,,
1998-03-31,,65500000.0,65500000.0,159756098.0,69700000.0,,2100000.0,100000.0,240900000.0,,,,,668800000.0,,92100000.0,,,,,,,,,495600000.0,64800000.0,561600000.0,,,124800000.0,,,,,1980100000.0,150300000.0,,,,,,,,,,,,,,,,,,38100000.0,,595700000.0,,,,595700000.0,,0.37,177027027.0,,,,,593600000.0,,,,,-610300000.0,,,25600000.0,,,,136300000.0,,-1700000.0,,3184700000.0,26300000.0,,,,,2745400000.0,65500000.0,1707800000.0,6110900000.0,1189500000.0,,,,,,,-79700000.0,,327200000.0,,,,,,,92500000.0,,,,,1360500000.0,249100000.0,-22700000.0,,-700000.0,,,,,,,,130600000.0,3200000.0,,2030500000.0,,,,,-19700000.0,,448700000.0,-317600000.0,,0.0,,1054200000.0,,,356200000.0,3365500000.0,,2500000.0,,,,226000000.0,,,,41600000.0,1100100000.0,796700000.0,,,,107100000.0,2130500000.0,,944300000.0,,,,,-392800000.0,249300000.0,-43400000.0,,,,0.41,,,,,,,,,,,,,,,,,,,,,
1998-06-30,,61800000.0,59600000.0,167027027.0,62500000.0,,15300000.0,100000.0,257000000.0,,,,,672700000.0,,94000000.0,,,,,,,,,484000000.0,21900000.0,599100000.0,,,349300000.0,,,,,1950000000.0,152100000.0,,,,,,,,,,,,,,,,,,40500000.0,,611000000.0,,,,611000000.0,,0.34,181764706.0,,,,,0.0,,,,,-874500000.0,,,,,,,119100000.0,,3900000.0,,3142100000.0,31700000.0,,,,,2880600000.0,61800000.0,1807400000.0,6436200000.0,1237800000.0,,,,,,,-86200000.0,,746400000.0,,,,,,,105500000.0,,,,,1548200000.0,248100000.0,-42700000.0,,-3100000.0,,,,,,,,146000000.0,-122700000.0,,2453700000.0,,,,,-9800000.0,,463800000.0,-278300000.0,,0.0,,1039900000.0,,,358300000.0,3555600000.0,,,,,,223800000.0,,,,51100000.0,1161900000.0,816200000.0,,,,110700000.0,2102200000.0,,947800000.0,,,,,-421600000.0,234400000.0,-30800000.0,,,,0.37,,,,,,,,,,,,,,,,,,,,,
